SWEEP_RESULT variant=Q4B B=8 n=320 K=32 mask=auto prefill_wall_s=24.223 decode_wall_s=26.819 prefill_tps_agg=105.68 prefill_tps_per_seq=13.21 decode_tps_agg=9.55 decode_tps_per_seq=1.19
SWEEP_RESULT variant=Q4B B=1 n=2561 K=32 mask=auto prefill_wall_s=31.918 decode_wall_s=21.425 prefill_tps_agg=80.24 prefill_tps_per_seq=80.24 decode_tps_agg=1.49 decode_tps_per_seq=1.49
SWEEP_RESULT variant=Q4B B=8 n=2048 K=32 mask=auto prefill_wall_s=174.915 decode_wall_s=55.076 prefill_tps_agg=93.67 prefill_tps_per_seq=11.71 decode_tps_agg=4.65 decode_tps_per_seq=0.58
